id,nct_id,outcome_id,non_inferiority_type,non_inferiority_description,param_type,param_value,dispersion_type,dispersion_value,p_value_modifier,p_value,ci_n_sides,ci_percent,ci_lower_limit,ci_upper_limit,ci_upper_limit_na_comment,p_value_description,method,method_description,estimate_description,groups_description,other_analysis_description,ci_upper_limit_raw,ci_lower_limit_raw,p_value_raw
52592071,NCT03455218,103402630,SUPERIORITY,,,,,,,0.97,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.97
52592072,NCT03455218,103402631,SUPERIORITY,,,,,,,0.53,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.53
52592073,NCT03455218,103402632,SUPERIORITY,,,,,,,1.0,,,,,,,Chi-squared,,,,,,,1.0
52592074,NCT03455218,103402633,SUPERIORITY,,,,,,,0.46,,,,,,,Wilcoxon (Mann-Whitney),,,,,,,0.46
52592075,NCT03398421,103402642,SUPERIORITY,,Ratio of adjusted geometric mean,2.005,,,,,TWO_SIDED,90.0,1.807,2.224,,,,,,,,2.224,1.807,
52649967,NCT01426009,103524537,SUPERIORITY,Day 1 analysis,Least Squares Mean Difference (SE),0.0385,STANDARD_ERROR_OF_MEAN,0.0183,,0.0402,TWO_SIDED,95.0,0.0018,0.0752,,,ANCOVA,,Standard Error of the Mean Difference,"An ANCOVA was used with change from baseline in trough FEV1 as the response, with factors for treatment, period, sequence, baseline as a covariate and a random effect for subject nested within sequence.A sample size of 30 subjects per comparison(133 total with dropouts)provides 90% power to detect a 0.12L difference in mean change trough FEV1 between active and placebo at an alpha of 0.05 using a 2-tailed t-test and assuming a within-subject standard deviation for change in trough FEV1 of 0.2.",,0.0752,0.0018,0.0402
52649968,NCT01426009,103524537,SUPERIORITY,Day 1 analysis,Least Squares Mean Difference (SE),0.0696,STANDARD_ERROR_OF_MEAN,0.0179,,0.0003,TWO_SIDED,95.0,0.0337,0.1055,,,ANCOVA,,Standard Error of the Mean Difference,"An ANCOVA was used with change from baseline in trough FEV1 as the response, with factors for treatment, period, sequence, baseline as a covariate and a random effect for subject nested within sequence.A sample size of 30 subjects per comparison(133 total with dropouts)provides 90% power to detect a 0.12L difference in mean change trough FEV1 between active and placebo at an alpha of 0.05 using a 2-tailed t-test and assuming a within-subject standard deviation for change in trough FEV1 of 0.2.",,0.1055,0.0337,0.0003
52649969,NCT01426009,103524537,SUPERIORITY,Day 1 analysis,Least Squares Mean,0.0501,STANDARD_ERROR_OF_MEAN,0.018,,0.0074,TWO_SIDED,95.0,0.014,0.0861,,,ANCOVA,,,"An ANCOVA was used with change from baseline in trough FEV1 as the response, with factors for treatment, period, sequence, baseline as a covariate and a random effect for subject nested within sequence.A sample size of 30 subjects per comparison(133 total with dropouts)provides 90% power to detect a 0.12L difference in mean change trough FEV1 between active and placebo at an alpha of 0.05 using a 2-tailed t-test and assuming a within-subject standard deviation for change in trough FEV1 of 0.2.",,0.0861,0.0140,0.0074
52649970,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.0767,STANDARD_ERROR_OF_MEAN,0.0131,<,0.0001,TWO_SIDED,95.0,0.0505,0.1028,,,ANCOVA,,standard error of the mean difference,ACU 0-24 on Day 1,,0.1028,0.0505,<0.0001
52649971,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.122,STANDARD_ERROR_OF_MEAN,0.0127,<,0.0001,TWO_SIDED,95.0,0.0965,0.1475,,,ANCOVA,,standard error of the Mean difference,ACU 0-24 Day 1,,0.1475,0.0965,<0.0001
52649972,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1222,STANDARD_ERROR_OF_MEAN,0.0128,<,0.0001,TWO_SIDED,95.0,0.0965,0.1479,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 Day 1,,0.1479,0.0965,<0.0001
52649973,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1625,STANDARD_ERROR_OF_MEAN,0.0131,<,0.0001,TWO_SIDED,95.0,0.1362,0.1888,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 day 1,,0.1888,0.1362,<0.0001
52649974,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.169,STANDARD_ERROR_OF_MEAN,0.0128,<,0.0001,TWO_SIDED,95.0,0.1434,0.1946,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 day 1,,0.1946,0.1434,<0.0001
52649975,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1095,STANDARD_ERROR_OF_MEAN,0.0189,<,0.0001,TWO_SIDED,95.0,0.0716,0.1473,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 day 1,,0.1473,0.0716,<0.0001
52649976,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1095,STANDARD_ERROR_OF_MEAN,0.0141,<,0.0001,TWO_SIDED,95.0,0.0812,0.1379,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 on Day 7,,0.1379,0.0812,<0.0001
52649977,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1271,STANDARD_ERROR_OF_MEAN,0.0139,<,0.0001,TWO_SIDED,95.0,0.0993,0.1548,,,ANCOVA,,standard error of the Mean difference,AUC0-24 on Day 7,,0.1548,0.0993,<0.0001
52649978,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.145,STANDARD_ERROR_OF_MEAN,0.014,<,0.0001,TWO_SIDED,95.0,0.1169,0.173,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 on day 7,,0.1730,0.1169,<0.0001
52592076,NCT03398421,103402649,SUPERIORITY,,Ratio of adjusted geometric mean,0.802,,,,,TWO_SIDED,90.0,0.69,0.933,,,,,,,,0.933,0.690,
52592077,NCT01187407,103402699,SUPERIORITY_OR_OTHER,,,,,,,0.997,,,,,,Primary comparison.,Mixed Models Analysis,,,,,,,0.997
52592078,NCT01187407,103402699,SUPERIORITY_OR_OTHER,,,,,,,0.769,,,,,,Secondary comparison.,Mixed Models Analysis,,,,,,,0.769
52592079,NCT00740870,103402719,SUPERIORITY,,Kaplan-Meier Rate,74.2,,,<,0.0001,ONE_SIDED,95.0,67.1,,,,Z test,,,,,,67.1,<0.0001
52592080,NCT01193218,103402735,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-0.72,STANDARD_ERROR_OF_MEAN,0.08,<,0.0001,TWO_SIDED,95.0,-0.87,-0.57,,the analyses were made sequentially compared with placebo from high dose of empagliflozin and the full significant level (5%) was maintained by the hierarchical procedure.,ANCOVA,"'treatment', 'renal function', and 'number of previous antidiabetic medication' as a fixed effect and baseline HbA1c as a covariate",,Difference calculated as empa 5mg minus placebo,,-0.57,-0.87,<0.0001
52592081,NCT01193218,103402735,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-0.7,STANDARD_ERROR_OF_MEAN,0.08,<,0.0001,TWO_SIDED,95.0,-0.85,-0.55,,the analyses were made sequentially compared with placebo from high dose of empagliflozin and the full significant level (5%) was maintained by the hierarchical procedure.,ANCOVA,"'treatment', 'renal function', and 'number of previous antidiabetic medication' as a fixed effect and baseline HbA1c as a covariate",,Difference calculated as empa 10mg minus placebo,,-0.55,-0.85,<0.0001
52592082,NCT01193218,103402735,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-0.95,STANDARD_ERROR_OF_MEAN,0.08,<,0.0001,TWO_SIDED,95.0,-1.1,-0.8,,the analyses were made sequentially compared with placebo from high dose of empagliflozin and the full significant level (5%) was maintained by the hierarchical procedure.,ANCOVA,"'treatment', 'renal function', and 'number of previous antidiabetic medication' as a fixed effect and baseline HbA1c as a covariate",,Difference calculated as empa 25mg minus placebo,,-0.80,-1.10,<0.0001
52592083,NCT01193218,103402735,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-0.91,STANDARD_ERROR_OF_MEAN,0.08,<,0.0001,TWO_SIDED,95.0,-1.06,-0.76,,the analyses were made sequentially compared with placebo from high dose of empagliflozin and the full significant level (5%) was maintained by the hierarchical procedure.,ANCOVA,"'treatment', 'renal function', and 'number of previous antidiabetic medication' as a fixed effect and baseline HbA1c as a covariate",,Difference calculated as empa 50mg minus placebo,,-0.76,-1.06,<0.0001
52649979,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1688,STANDARD_ERROR_OF_MEAN,0.0142,<,0.0001,TWO_SIDED,95.0,0.1403,0.1972,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 on day 7,,0.1972,0.1403,<0.0001
52649980,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1396,STANDARD_ERROR_OF_MEAN,0.0139,<,0.0001,TWO_SIDED,95.0,0.1117,0.173,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 on day 7,,0.1730,0.1117,<0.0001
52709398,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:8 one month after vaccination is \> -10%.,Vaccine group difference,4.0,,,,,TWO_SIDED,95.0,0.0,8.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenA.",,8,0,
52709399,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:8 one month after vaccination is \> -10%.,Vaccine group difference,3.0,,,,,TWO_SIDED,95.0,0.0,7.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenC.",,7,0,
52709400,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with with hSBA ≥ 1:8 one month after vaccination is \> -10%.,Vaccine group difference,6.0,,,,,TWO_SIDED,95.0,4.0,9.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenW.",,9,4,
52709401,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:8 one month after vaccination is \> -10%.,Vaccine group difference,15.0,,,,,TWO_SIDED,95.0,12.0,20.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenY.",,20,12,
52709402,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:4 one month after vaccination is \> -10%.,Vaccine group difference,3.0,,,,,TWO_SIDED,95.0,-1.0,7.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenA.",,7,-1,
52709403,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:4 one month after vaccination is \> -10%.,Vaccine group difference,1.0,,,,,TWO_SIDED,95.0,-1.0,4.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenC.",,4,-1,
52709404,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:4 one month after vaccination is \> -10%.,Vaccine group difference,6.0,,,,,TWO_SIDED,95.0,3.0,8.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenW.",,8,3,
52709405,NCT00450437,103642218,NON_INFERIORITY_OR_EQUIVALENCE,Immunogenicity of the Investigational MenACWY vaccine would be considered non-inferior to that of the Licensed MenACWY vaccine if the lower limit of the two-sided CI for percentage of subjects with hSBA ≥ 1:4 one month after vaccination is \> -10%.,Vaccine group difference,12.0,,,,,TWO_SIDED,95.0,9.0,16.0,,,ANOVA,,,"Vaccine group difference Investigational MenACWY vaccine vs. Licensed MenaCWY vaccine, MenY.",,16,9,
52649981,NCT01426009,103524538,SUPERIORITY,,Least Squares Mean Difference (SE),0.1183,STANDARD_ERROR_OF_MEAN,0.0194,<,0.0001,TWO_SIDED,95.0,0.0795,0.1972,,,ANCOVA,,standard error of the Mean difference,AUC 0-24 on day 7,,0.1972,0.0795,<0.0001
52709406,NCT00450437,103642219,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence lower limit was 0.5. If the lower limit of two sided 95% CIs for the ratio of the hSBA GMT (GMT for investigational vaccine / GMT for licensed vaccine) at one month following vaccination was above this limit, Investigational MenACWY vaccine would be non-inferior to Licensed MenACWY vaccine for Neisseria Meningitidis strain A with respect to the immune response.",hSBA GMT ratios,1.32,,,,,TWO_SIDED,95.0,1.12,1.56,,,ANOVA,,,"Non-inferiority of Investigational MenACWY Vaccine vs. Licensed MenACWY vaccine, MenA.

The study would be considered a success if the lower limit of the two-sided 95% CIs for the hSBA GMT ratios comparing Investigational MenACWY vaccine to Licensed MenACWY vaccine for Neisseria Meningitidis strain A at 1 month after vaccination was to be above 0.5.",,1.56,1.12,
52709407,NCT00450437,103642219,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence lower limit was 0.5. If the lower limit of two sided 95% CIs for the ratio of the hSBA GMT (GMT for investigational vaccine / GMT for licensed vaccine) at one month following vaccination was above this limit, Investigational MenACWY vaccine would be non-inferior to Licensed MenACWY vaccine for Neisseria Meningitidis strain C with respect to the immune response.",hSBA GMT ratios,1.4,,,,,TWO_SIDED,95.0,1.17,1.67,,,ANOVA,,,"Non-inferiority of Investigation MenACWY vaccine vs. Licensed MenACWY vaccine, MenC.

The study would be considered a success if the lower limit of the two-sided 95% CIs for the hSBA GMT ratios comparing Investigational MenACWY vaccine to Licensed MenACWY vaccine for Neisseria Meningitidis strain C at 1 month after vaccination was to be above 0.5.",,1.67,1.17,
52709408,NCT00450437,103642219,NON_INFERIORITY_OR_EQUIVALENCE,"The equivalence lower limit was 0.5. If the lower limit of two sided 95% CIs for the ratio of the hSBA GMT (GMT for investigational vaccine / GMT for licensed vaccine) at one month following vaccination was above this limit, Investigational MenACWY vaccine would be non-inferior to Licensed MenACWY vaccine for Neisseria Meningitidis strain W with respect to the immune response.",hSBA GMT ratios,1.76,,,,,TWO_SIDED,95.0,1.51,2.05,,,ANOVA,,,"Non-inferiority of Investigational MenACWY vaccine vs. Licensed MenACWY vaccine, MenW.

The study would be considered a success if the lower limit of the two-sided 95% CIs for the hSBA GMT ratios comparing Investigational MenACWY vaccine to Licensed MenACWY vaccine for Neisseria Meningitidis strain W at 1 month after vaccination was to be above 0.5.",,2.05,1.51,
